$gene_or_promoter	SolutionOrder	class	mass reclaimed $(fg/cell)$	Step_15_control	Step_15_control_cumulative_abundance
b0437	7	gene	0.0118383313636	0.00108480708371	0.0992747543058
b0439	7	gene	0.0118383313636	0.000843852437135	0.101011926702
b0438	7	gene	0.0118383313636	0.000652365312172	0.100359561389
PM00511	7	promoter	0.0118383313636	-0.0	0.101011926702
sraA	7	gene	0.0118383313636	-0.0	0.101011926702
PM0-9696	7	promoter	0.0118383313636	-0.0	0.100359561389
PM00569	7	promoter	0.0118383313636	-0.0	0.0992747543058
PM0-9744	7	promoter	0.0118383313636	-0.0	0.0992747543058
PM00339	7	promoter	0.0118383313636	-0.0	0.0992747543058
PM0-9980	7	promoter	0.0118383313636	-0.0	0.0900174477754
b1243	6	gene	0.011774781043	0.00516076217922	0.226192218074
b1241	6	gene	0.011774781043	0.00514755395563	0.221044664119
b1251	6	gene	0.011774781043	0.000338189899261	0.232450028651
b1246	6	gene	0.011774781043	0.000321545103752	0.231722366908
b1247	6	gene	0.011774781043	0.000315467741909	0.232043912012
b1245	6	gene	0.011774781043	0.000196517650601	0.231525849258
b1244	6	gene	0.011774781043	0.000172869004409	0.231352980253
b1250	6	gene	0.011774781043	8.042379746e-05	0.232369604853
b1238	6	gene	0.011774781043	3.1226611839e-05	0.221013437507
b1249	6	gene	0.011774781043	8.40843901484e-06	0.232361196414
b1248	6	gene	0.011774781043	1.81666028297e-06	0.232359379754
PM0-10028	6	promoter	0.011774781043	-0.0	0.23278821855
b4595	6	gene	0.011774781043	-0.0	0.232369604853
PM1023	6	promoter	0.011774781043	-0.0	0.232369604853
PM00306	6	promoter	0.011774781043	-0.0	0.226192218074
b1242	6	gene	0.011774781043	-0.0	0.226192218074
PM00279	6	promoter	0.011774781043	-0.0	0.226192218074
b4573	6	gene	0.011774781043	-0.0	0.221044664119
b1493	5	gene	0.011471500259	0.00816884911206	0.246901476651
b1452	5	gene	0.011471500259	0.000754363999868	0.243598825504
b1480	5	gene	0.011471500259	0.000591054289067	0.245431154356
b1492	5	gene	0.011471500259	0.000480162971473	0.246421313679
b1474	5	gene	0.011471500259	0.000451174675947	0.244462690034
b1479	5	gene	0.011471500259	0.000450599407964	0.244980554948
b1482	5	gene	0.011471500259	0.000394402934818	0.246022208645
b1478	5	gene	0.011471500259	5.85368951285e-05	0.244922018053
b1468	5	gene	0.011471500259	5.09752891809e-05	0.244411714745
b1464	5	gene	0.011471500259	2.2328054836e-05	0.244373541849
b1461	5	gene	0.011471500259	2.03523455805e-05	0.244353189504
b1467	5	gene	0.011471500259	1.58448408152e-05	0.244395869904
b1477	5	gene	0.011471500259	4.59491040951e-06	0.244917423142
b1475	5	gene	0.011471500259	3.55843249446e-06	0.24491386471
b1484	5	gene	0.011471500259	2.88350925816e-06	0.24641661158
b1491	5	gene	0.011471500259	1.81859005715e-06	0.246419495089
b1494	5	gene	0.011471500259	-0.0	0.255070325763
PM450	5	promoter	0.011471500259	-0.0	0.255070325763
b1490	5	gene	0.011471500259	-0.0	0.246419495089
b1489	5	gene	0.011471500259	-0.0	0.246419495089
PM0-46160	5	promoter	0.011471500259	-0.0	0.246419495089
b1488	5	gene	0.011471500259	-0.0	0.246419495089
b1487	5	gene	0.011471500259	-0.0	0.246419495089
b1486	5	gene	0.011471500259	-0.0	0.246419495089
b1485	5	gene	0.011471500259	-0.0	0.246419495089
b1483	5	gene	0.011471500259	-0.0	0.24641661158
PM00544	5	promoter	0.011471500259	-0.0	0.246022208645
PM0-7481	5	promoter	0.011471500259	-0.0	0.246022208645
b1481	5	gene	0.011471500259	-0.0	0.246022208645
PM0-4141	5	promoter	0.011471500259	-0.0	0.246022208645
b1476	5	gene	0.011471500259	0.0	0.244917423142
PM00217	5	promoter	0.011471500259	-0.0	0.244462690034
PM0-10383	5	promoter	0.011471500259	-0.0	0.244462690034
b1473	5	gene	0.011471500259	-0.0	0.244462690034
b1472	5	gene	0.011471500259	-0.0	0.244462690034
b1471	5	gene	0.011471500259	-0.0	0.244462690034
PM0-2841	5	promoter	0.011471500259	-0.0	0.244462690034
b1469	5	gene	0.011471500259	-0.0	0.244462690034
PM-8813	5	promoter	0.011471500259	-0.0	0.244411714745
b1466	5	gene	0.011471500259	-0.0	0.244395869904
b1465	5	gene	0.011471500259	-0.0	0.244395869904
b1463	5	gene	0.011471500259	-0.0	0.244373541849
b1462	5	gene	0.011471500259	-0.0	0.244373541849
b1460	5	gene	0.011471500259	-0.0	0.244353189504
b1459	5	gene	0.011471500259	-0.0	0.244353189504
b1457	5	gene	0.011471500259	-0.0	0.244353189504
b1456	5	gene	0.011471500259	-0.0	0.244353189504
b1455	5	gene	0.011471500259	-0.0	0.244353189504
b1454	5	gene	0.011471500259	-0.0	0.244353189504
PM0-10042	5	promoter	0.011471500259	-0.0	0.244353189504
PM0-8528	5	promoter	0.011471500259	-0.0	0.244353189504
b1453	5	gene	0.011471500259	-0.0	0.244353189504
PM0-10041	5	promoter	0.011471500259	-0.0	0.243598825504
b1451	5	gene	0.011471500259	-0.0	0.243598825504
b0033	4	gene	0.0081932837448	0.00623378314445	0.0174469708206
b0032	4	gene	0.0081932837448	0.00195950060044	0.0154874702202
PM00319	4	promoter	0.0081932837448	-0.0	0.0174469708206
PM00151	4	promoter	0.0081932837448	-0.0	0.0154874702202
b4015	3	gene	0.008054738405	0.00624427594326	0.921216697478
b4014	3	gene	0.008054738405	0.00180478503981	0.919411912439
b4016	3	gene	0.008054738405	5.67742266237e-06	0.927460973422
b4017	3	gene	0.008054738405	-0.0	0.927466650844
PM00001	3	promoter	0.008054738405	-0.0	0.919411912439
b2465	2	gene	0.007634984804	0.00550463813192	0.401923897325
b2468	2	gene	0.007634984804	0.00052159926901	0.407442735638
b2463	2	gene	0.007634984804	0.000458311543955	0.401008550119
b2464	2	gene	0.007634984804	0.000457035662379	0.401466861663
b2431	2	gene	0.007634984804	0.000318448455954	0.400499620064
b2470	2	gene	0.007634984804	0.000162032588974	0.407964334907
b2439	2	gene	0.007634984804	5.38625153092e-05	0.400911416212
b2432	2	gene	0.007634984804	4.94789131758e-05	0.400818068519
b2441	2	gene	0.007634984804	3.40076182183e-05	0.400974542501
b2434	2	gene	0.007634984804	2.23652619577e-05	0.400867547433
b2435	2	gene	0.007634984804	1.83769173095e-05	0.400889912695
b2467	2	gene	0.007634984804	1.42001809065e-05	0.407428535457
b2440	2	gene	0.007634984804	9.263773505e-06	0.400965278727
b2471	2	gene	0.007634984804	8.2373720558e-06	0.408126367496
b2436	2	gene	0.007634984804	3.12659994914e-06	0.400908289612
PM0-36248	2	promoter	0.007634984804	-0.0	0.408126367496
b4606	2	gene	0.007634984804	-0.0	0.408126367496
PM0-8401	2	promoter	0.007634984804	-0.0	0.407964334907
b2469	2	gene	0.007634984804	-0.0	0.407964334907
PM0-36247	2	promoter	0.007634984804	-0.0	0.407964334907
b2466	2	gene	0.007634984804	-0.0	0.407428535457
PM0-7682	2	promoter	0.007634984804	-0.0	0.401923897325
PM0-10095	2	promoter	0.007634984804	-0.0	0.401466861663
PM0-8523	2	promoter	0.007634984804	-0.0	0.401466861663
b2462	2	gene	0.007634984804	-0.0	0.401008550119
b2461	2	gene	0.007634984804	-0.0	0.401008550119
b2460	2	gene	0.007634984804	-0.0	0.401008550119
b2459	2	gene	0.007634984804	-0.0	0.401008550119
b2458	2	gene	0.007634984804	-0.0	0.401008550119
b2457	2	gene	0.007634984804	-0.0	0.401008550119
b2456	2	gene	0.007634984804	-0.0	0.401008550119
b2455	2	gene	0.007634984804	-0.0	0.401008550119
b2454	2	gene	0.007634984804	-0.0	0.401008550119
b2453	2	gene	0.007634984804	-0.0	0.401008550119
b2452	2	gene	0.007634984804	-0.0	0.401008550119
b2451	2	gene	0.007634984804	-0.0	0.401008550119
b2450	2	gene	0.007634984804	-0.0	0.401008550119
b2449	2	gene	0.007634984804	-0.0	0.401008550119
b2448	2	gene	0.007634984804	-0.0	0.401008550119
b2447	2	gene	0.007634984804	-0.0	0.401008550119
b2446	2	gene	0.007634984804	-0.0	0.401008550119
PM0-46124	2	promoter	0.007634984804	-0.0	0.401008550119
b2445	2	gene	0.007634984804	-0.0	0.401008550119
b2444	2	gene	0.007634984804	-0.0	0.401008550119
b2443	2	gene	0.007634984804	-0.0	0.401008550119
b2442	2	gene	0.007634984804	-0.0	0.401008550119
b2438	2	gene	0.007634984804	-0.0	0.400911416212
b2437	2	gene	0.007634984804	-0.0	0.400911416212
PM0-2922	2	promoter	0.007634984804	-0.0	0.400908289612
PM0-2921	2	promoter	0.007634984804	-0.0	0.400889912695
b2433	2	gene	0.007634984804	-0.0	0.400867547433
PM0-3684	2	promoter	0.007634984804	-0.0	0.400867547433
b2430	2	gene	0.007634984804	-0.0	0.400499620064
b1676	1	gene	0.007567992009	0.00549933207538	0.283391982923
b1677	1	gene	0.007567992009	0.00115434301913	0.288891314999
b1687	1	gene	0.007567992009	0.000301741342743	0.290397848854
b1678	1	gene	0.007567992009	0.00012024351026	0.290045658018
b1664	1	gene	0.007567992009	9.11481925175e-05	0.283133607396
b1675	1	gene	0.007567992009	8.84914458975e-05	0.283303491477
b1682	1	gene	0.007567992009	6.75550911203e-05	0.290244339427
b1667	1	gene	0.007567992009	6.09362932425e-05	0.283224755589
b1683	1	gene	0.007567992009	4.52852559434e-05	0.290311894519
b1680	1	gene	0.007567992009	4.15892695498e-05	0.290165901528
b1681	1	gene	0.007567992009	3.68486299276e-05	0.290207490798
b1685	1	gene	0.007567992009	2.08765427571e-05	0.290357179775
b1686	1	gene	0.007567992009	1.97925369289e-05	0.290378056317
b1668	1	gene	0.007567992009	1.064163523e-05	0.283285691882
b1673	1	gene	0.007567992009	7.15796003043e-06	0.283296333517
b1688	1	gene	0.007567992009	2.00920782494e-06	0.290699590197
b4430	1	gene	0.007567992009	-0.0	0.290357179775
PM0-2801	1	promoter	0.007567992009	-0.0	0.290357179775
b1684	1	gene	0.007567992009	0.0	0.290357179775
b1679	1	gene	0.007567992009	-0.0	0.290165901528
PM0-8763	1	promoter	0.007567992009	-0.0	0.288891314999
PM00585	1	promoter	0.007567992009	-0.0	0.283391982923
PM0-10196	1	promoter	0.007567992009	-0.0	0.283303491477
b1674	1	gene	0.007567992009	0.0	0.283303491477
b1672	1	gene	0.007567992009	-0.0	0.283296333517
b1671	1	gene	0.007567992009	-0.0	0.283296333517
b1670	1	gene	0.007567992009	-0.0	0.283296333517
b1669	1	gene	0.007567992009	-0.0	0.283296333517
b1666	1	gene	0.007567992009	-0.0	0.283224755589
b1665	1	gene	0.007567992009	-0.0	0.283224755589
PM00648	1	promoter	0.007567992009	-0.0	0.283224755589
PM0-9712	1	promoter	0.007567992009	-0.0	0.283224755589
